ResponseId,task,task_id,condition,task_part,rating,score,numeracy
R_1HjJwgxy3omfzkD,Gambling,1,noloss,choice,17,4,high
R_1HjJwgxy3omfzkD,Gambling,1,rating,rating_1,4,4,high
R_1HjJwgxy3omfzkD,Gambling,1,rating,rating_2,4,4,high
R_bQ9uHHD0MPEhoiJ,Gambling,1,noloss,choice,6,1,low
R_bQ9uHHD0MPEhoiJ,Gambling,1,rating,rating_1,1,1,low
R_bQ9uHHD0MPEhoiJ,Gambling,1,rating,rating_2,2,1,low
R_3rVapahHpOCGzkT,Gambling,2,loss,choice,12,4,high
R_3rVapahHpOCGzkT,Gambling,2,rating,rating_1,4,4,high
R_3rVapahHpOCGzkT,Gambling,2,rating,rating_2,4,4,high
R_b742FYxkYr7xMIh,Gambling,2,loss,choice,10,2,low
R_b742FYxkYr7xMIh,Gambling,2,rating,rating_1,4,2,low
R_b742FYxkYr7xMIh,Gambling,2,rating,rating_2,1,2,low
R_r0baIcUvxPZJaHD,Gambling,2,loss,choice,13,2,low
R_r0baIcUvxPZJaHD,Gambling,2,rating,rating_1,2,2,low
R_r0baIcUvxPZJaHD,Gambling,2,rating,rating_2,1,2,low
R_VOOnpjZOOAgtlNT,Gambling,1,noloss,choice,12,3,high
R_VOOnpjZOOAgtlNT,Gambling,1,rating,rating_1,3,3,high
R_VOOnpjZOOAgtlNT,Gambling,1,rating,rating_2,4,3,high
R_ykLfAgkTFkNHNUR,Gambling,1,noloss,choice,2,1,low
R_ykLfAgkTFkNHNUR,Gambling,1,rating,rating_1,1,1,low
R_ykLfAgkTFkNHNUR,Gambling,1,rating,rating_2,0,1,low
R_2zSnBY4Nd8tAEgG,Gambling,1,noloss,choice,14,1,low
R_2zSnBY4Nd8tAEgG,Gambling,1,rating,rating_1,4,1,low
R_2zSnBY4Nd8tAEgG,Gambling,1,rating,rating_2,3,1,low
R_1Cf4vATi3WCKN9A,Gambling,2,loss,choice,11,4,high
R_1Cf4vATi3WCKN9A,Gambling,2,rating,rating_1,2,4,high
R_1Cf4vATi3WCKN9A,Gambling,2,rating,rating_2,2,4,high
R_1pnyx1eTTO0QObM,Gambling,2,loss,choice,12,2,low
R_1pnyx1eTTO0QObM,Gambling,2,rating,rating_1,2,2,low
R_1pnyx1eTTO0QObM,Gambling,2,rating,rating_2,4,2,low
R_1jGRVV37DXQM1uq,Gambling,1,noloss,choice,7,0,low
R_1jGRVV37DXQM1uq,Gambling,1,rating,rating_1,2,0,low
R_1jGRVV37DXQM1uq,Gambling,1,rating,rating_2,2,0,low
R_qyKuOAnEc2DQICd,Gambling,1,noloss,choice,5,1,low
R_qyKuOAnEc2DQICd,Gambling,1,rating,rating_1,4,1,low
R_qyKuOAnEc2DQICd,Gambling,1,rating,rating_2,4,1,low
R_tRic7wLvRQQESCR,Gambling,1,noloss,choice,4,4,high
R_tRic7wLvRQQESCR,Gambling,1,rating,rating_1,4,4,high
R_tRic7wLvRQQESCR,Gambling,1,rating,rating_2,1,4,high
R_2Wu6aB6GRsWChzZ,Gambling,2,loss,choice,20,4,high
R_2Wu6aB6GRsWChzZ,Gambling,2,rating,rating_1,6,4,high
R_2Wu6aB6GRsWChzZ,Gambling,2,rating,rating_2,5,4,high
R_3hucL5l41aenOnJ,Gambling,2,loss,choice,15,1,low
R_3hucL5l41aenOnJ,Gambling,2,rating,rating_1,4,1,low
R_3hucL5l41aenOnJ,Gambling,2,rating,rating_2,5,1,low
R_2VBV1kFPKUiuGtA,Gambling,1,noloss,choice,8,1,low
R_2VBV1kFPKUiuGtA,Gambling,1,rating,rating_1,2,1,low
R_2VBV1kFPKUiuGtA,Gambling,1,rating,rating_2,2,1,low
R_3qmtpoD35NFwlo8,Gambling,2,loss,choice,13,0,low
R_3qmtpoD35NFwlo8,Gambling,2,rating,rating_1,4,0,low
R_3qmtpoD35NFwlo8,Gambling,2,rating,rating_2,4,0,low
R_D334PkkKsvZ02qZ,Gambling,2,loss,choice,16,3,high
R_D334PkkKsvZ02qZ,Gambling,2,rating,rating_1,4,3,high
R_D334PkkKsvZ02qZ,Gambling,2,rating,rating_2,4,3,high
R_2fHcgRy3rOzzK9R,Gambling,1,noloss,choice,6,0,low
R_2fHcgRy3rOzzK9R,Gambling,1,rating,rating_1,2,0,low
R_2fHcgRy3rOzzK9R,Gambling,1,rating,rating_2,2,0,low
R_w1b6cH4VqubXzZn,Gambling,1,noloss,choice,3,2,low
R_w1b6cH4VqubXzZn,Gambling,1,rating,rating_1,1,2,low
R_w1b6cH4VqubXzZn,Gambling,1,rating,rating_2,1,2,low
R_1GxYB4Nu5YSrSVR,Gambling,1,noloss,choice,15,1,low
R_1GxYB4Nu5YSrSVR,Gambling,1,rating,rating_1,5,1,low
R_1GxYB4Nu5YSrSVR,Gambling,1,rating,rating_2,5,1,low
R_3iRaR2zPOPJzoZN,Gambling,1,noloss,choice,4,3,high
R_3iRaR2zPOPJzoZN,Gambling,1,rating,rating_1,1,3,high
R_3iRaR2zPOPJzoZN,Gambling,1,rating,rating_2,1,3,high
R_2DS8Tfi9E9h7xoi,Gambling,1,noloss,choice,2,2,low
R_2DS8Tfi9E9h7xoi,Gambling,1,rating,rating_1,1,2,low
R_2DS8Tfi9E9h7xoi,Gambling,1,rating,rating_2,1,2,low
R_2TtkG9Kh4OjDijp,Gambling,2,loss,choice,5,1,low
R_2TtkG9Kh4OjDijp,Gambling,2,rating,rating_1,2,1,low
R_2TtkG9Kh4OjDijp,Gambling,2,rating,rating_2,4,1,low
R_1mUYQLYqVNez4gp,Gambling,1,noloss,choice,10,3,high
R_1mUYQLYqVNez4gp,Gambling,1,rating,rating_1,2,3,high
R_1mUYQLYqVNez4gp,Gambling,1,rating,rating_2,2,3,high
R_u81jrkdqnstc7Ml,Gambling,2,loss,choice,7,1,low
R_u81jrkdqnstc7Ml,Gambling,2,rating,rating_1,4,1,low
R_u81jrkdqnstc7Ml,Gambling,2,rating,rating_2,2,1,low
R_2SHxcdV6TS27Ss6,Gambling,2,loss,choice,5,2,low
R_2SHxcdV6TS27Ss6,Gambling,2,rating,rating_1,2,2,low
R_2SHxcdV6TS27Ss6,Gambling,2,rating,rating_2,2,2,low
R_OfMzjnaUOMuVrmF,Gambling,1,noloss,choice,18,3,high
R_OfMzjnaUOMuVrmF,Gambling,1,rating,rating_1,4,3,high
R_OfMzjnaUOMuVrmF,Gambling,1,rating,rating_2,4,3,high
R_qJkkMYsFxZAszD3,Gambling,1,noloss,choice,13,4,high
R_qJkkMYsFxZAszD3,Gambling,1,rating,rating_1,5,4,high
R_qJkkMYsFxZAszD3,Gambling,1,rating,rating_2,4,4,high
R_2mdeQIHQFYyLNuh,Gambling,1,noloss,choice,14,4,high
R_2mdeQIHQFYyLNuh,Gambling,1,rating,rating_1,4,4,high
R_2mdeQIHQFYyLNuh,Gambling,1,rating,rating_2,4,4,high
R_12GC6S5wYff365T,Gambling,2,loss,choice,3,4,high
R_12GC6S5wYff365T,Gambling,2,rating,rating_1,3,4,high
R_12GC6S5wYff365T,Gambling,2,rating,rating_2,1,4,high
R_3D8DfLEr89UBhA3,Gambling,1,noloss,choice,13,1,low
R_3D8DfLEr89UBhA3,Gambling,1,rating,rating_1,3,1,low
R_3D8DfLEr89UBhA3,Gambling,1,rating,rating_2,4,1,low
R_SB0TQPXpSZDl7hv,Gambling,2,loss,choice,8,0,low
R_SB0TQPXpSZDl7hv,Gambling,2,rating,rating_1,4,0,low
R_SB0TQPXpSZDl7hv,Gambling,2,rating,rating_2,2,0,low
R_RrCS7SiKwdfNia5,Gambling,2,loss,choice,20,3,high
R_RrCS7SiKwdfNia5,Gambling,2,rating,rating_1,6,3,high
R_RrCS7SiKwdfNia5,Gambling,2,rating,rating_2,6,3,high
R_1K8gZQZFsFPD0qs,Gambling,1,noloss,choice,12,0,low
R_1K8gZQZFsFPD0qs,Gambling,1,rating,rating_1,4,0,low
R_1K8gZQZFsFPD0qs,Gambling,1,rating,rating_2,4,0,low
R_UFo6gmOK5PGNlKh,Gambling,1,noloss,choice,4,0,low
R_UFo6gmOK5PGNlKh,Gambling,1,rating,rating_1,1,0,low
R_UFo6gmOK5PGNlKh,Gambling,1,rating,rating_2,1,0,low
R_3fclnkNpV8iZChG,Gambling,2,loss,choice,15,0,low
R_3fclnkNpV8iZChG,Gambling,2,rating,rating_1,4,0,low
R_3fclnkNpV8iZChG,Gambling,2,rating,rating_2,4,0,low
R_3HncGEgWQYg3oCD,Gambling,2,loss,choice,20,0,low
R_3HncGEgWQYg3oCD,Gambling,2,rating,rating_1,5,0,low
R_3HncGEgWQYg3oCD,Gambling,2,rating,rating_2,5,0,low
R_2AL65P790WkFJKa,Gambling,1,noloss,choice,13,4,high
R_2AL65P790WkFJKa,Gambling,1,rating,rating_1,2,4,high
R_2AL65P790WkFJKa,Gambling,1,rating,rating_2,2,4,high
R_1luu9XGfu1MSqxp,Gambling,1,noloss,choice,10,0,low
R_1luu9XGfu1MSqxp,Gambling,1,rating,rating_1,2,0,low
R_1luu9XGfu1MSqxp,Gambling,1,rating,rating_2,2,0,low
R_2WARryyIjCys6Pe,Gambling,2,loss,choice,15,1,low
R_2WARryyIjCys6Pe,Gambling,2,rating,rating_1,4,1,low
R_emlKMQEoITTXBpD,Gambling,1,noloss,choice,15,2,low
R_emlKMQEoITTXBpD,Gambling,1,rating,rating_1,3,2,low
R_emlKMQEoITTXBpD,Gambling,1,rating,rating_2,3,2,low
R_3OqUm2FdB3NhHNA,Gambling,2,loss,choice,19,2,low
R_3OqUm2FdB3NhHNA,Gambling,2,rating,rating_1,5,2,low
R_3OqUm2FdB3NhHNA,Gambling,2,rating,rating_2,5,2,low
R_USYbDmkd8GqR2Cd,Gambling,2,loss,choice,20,4,high
R_USYbDmkd8GqR2Cd,Gambling,2,rating,rating_1,4,4,high
R_USYbDmkd8GqR2Cd,Gambling,2,rating,rating_2,4,4,high
R_2VjRzzn8JlJMpmV,Gambling,1,noloss,choice,13,2,low
R_2VjRzzn8JlJMpmV,Gambling,1,rating,rating_1,2,2,low
R_2VjRzzn8JlJMpmV,Gambling,1,rating,rating_2,3,2,low
R_1M6yCFuvWPtQTga,Gambling,1,noloss,choice,4,NA,NA
R_1M6yCFuvWPtQTga,Gambling,1,rating,rating_1,2,NA,NA
R_1M6yCFuvWPtQTga,Gambling,1,rating,rating_2,2,NA,NA
R_2qwQ3bikx05Ykn4,Gambling,2,loss,choice,3,4,high
R_2qwQ3bikx05Ykn4,Gambling,2,rating,rating_1,1,4,high
R_2qwQ3bikx05Ykn4,Gambling,2,rating,rating_2,1,4,high
R_2sTJkblWdciXBSV,Gambling,1,noloss,choice,6,2,low
R_2sTJkblWdciXBSV,Gambling,1,rating,rating_1,2,2,low
R_2sTJkblWdciXBSV,Gambling,1,rating,rating_2,2,2,low
R_1rpN0rkLd3IAskt,Gambling,1,noloss,choice,3,NA,NA
R_1rpN0rkLd3IAskt,Gambling,1,rating,rating_1,1,NA,NA
R_1rpN0rkLd3IAskt,Gambling,1,rating,rating_2,1,NA,NA
